huc12,HUC12_Name
030601100301,May River
030601100302,Broad Creek
030601100303,Cooper River-Calibogue Sound
030601100304,Calibogue Sound
030601100305,Atlantic Ocean
030602010101,North Fork Ogeechee River
030602010102,South Fork Ogeechee River
030602010103,Red Lick Creek-Ogeechee River
030602010104,Powell Creek
030602010105,Beaverdam Creek
030602010106,Fulsome Creek
030602010107,Chapman Branch-Ogeechee River
030602010108,Upper Long Creek
030602010109,Lower Long Creek
030602010110,Dry Creek
030602010111,Fords Creek-Ogeechee River
030602010201,Upper Ogeechee River
030602010202,Cowpen Creek
030602010203,Lower Ogeechee River
030602010204,Floyd Creek-Ogeechee River
030602010205,Big Creek
030602010206,Stephens Creek
030602010207,May Branch-Ogeechee River
030602010208,Mill Branch-Ogeechee River
030602010209,Boyd Branch-Ogeechee River
030602010301,Whetstone Creek-Rocky Comfort Creek
030602010302,Goldens Creek
030602010303,Storm Branch-Rocky Comfort Creek
030602010304,Deep Creek
030602010305,Beechtree Creek-Rocky Comfort Creek
030602010306,Joes Creek
030602010307,Clear Creek-Rocky Comfort Creek
030602010308,Ivey Branch
030602010309,Upper Duhart Creek
030602010310,Lower Duhart Creek
030602010311,Cason Branch-Rocky Comfort Creek
030602010401,Upper Big Creek
030602010402,Middle Big Creek
030602010403,Schaffer Creek
030602010404,Lower Big Creek
030602010405,Manson Branch-Ogeechee River
030602010406,Dry Creek
030602010407,Spring Creek
030602010408,Baker Branch-Ogeechee River
030602010501,Mays Millpond-Williamson Swamp Creek
030602010502,Kittrell Creek
030602010503,Inman Branch-Williamson Swamp Creek
030602010504,Sun Hill Creek
030602010505,Steel Creek-Williamson Swamp Creek
030602010506,Limestone Creek
030602010507,Salter Branch-Williamson Swamp Creek
030602010508,Mill Creek
030602010509,Rocky Creek
030602010510,Boggy Gut Creek-Williamson Swamp Creek
030602010601,Upper Rocky Creek
030602010602,Lower Rocky Creek
030602010603,Turner Branch-Buckhead Creek
030602010604,Thornton Creek-Buckhead Creek
030602010605,Eightmile Creek
030602010606,McCullough Millpond-Buckhead Creek
030602010607,Rosemary Creek
030602010608,Mill Creek-Buckhead Creek
030602010609,Little Buckhead Creek
030602010610,Spring Mill Branch-Buckhead Creek
030602010701,Clear Spring Creek-Ogeechee River
030602010702,Daniels Mill Creek
030602010703,Mill Creek-Ogeechee River
030602010704,Big Long Creek
030602010705,Bark Camp Creek
030602010706,Deep Creek
030602010707,Seals Creek-Ogeechee River
030602010708,Chew Mill Creek
030602010709,Cypress Creek-Ogeechee River
030602010710,Dry Branch-Ogeechee River
030602020101,Richardson Creek
030602020102,Sculls Creek
030602020103,Upper Horse Creek
030602020104,Middle Horse Creek
030602020105,Little Horse Creek
030602020106,Lower Horse Creek
030602020107,Long Branch-Ogeechee River
030602020201,Headwaters Ogeechee Creek
030602020202,Upper Ogeechee Creek
030602020203,South Fork Ogeechee Creek
030602020204,Middle Ogeechee Creek
030602020205,Lower Ogeechee Creek
030602020301,Mile Branch
030602020302,Douglas Branch-Ogeechee River
030602020303,Banks Creek
030602020304,Nevills Creek
030602020305,Jackson Branch-Ogeechee River
030602020306,Brady Branch-Ogeechee River
030602020307,Walden Branch-Ogeechee River
030602020401,Upper Mill Creek
030602020402,Middle Mill Creek
030602020403,Lower Mill Creek
030602020501,Woodcock Branch-Lower Black Creek
030602020502,Luke Swamp
030602020503,Ash Branch-Lower Black Creek
030602020504,Upper Black Creek
030602020505,Caney Branch-Black Creek
030602020506,Upper Mill Creek
030602020507,Lower Mill Creek
030602020508,Little Creek-Black Creek
030602020601,Lanes Creek-Ogeechee River
030602020602,Saint Peters Bluff-Ogeechee River
030602020603,Shrimp Creek-Ogeechee River
030602020604,Miles Branch-Ogeechee River
030602020605,Morgans Bridge-Ogeechee River
030602030101,South Prong Canoochee Creek
030602030102,Hughes Prong-Canoochee Creek
030602030103,Roland Lake-Canoochee Creek
030602030104,Little Canoochee Creek
030602030105,Thick Creek-Canoochee River
030602030106,Reedy Creek-Canoochee River
030602030107,Sams Creek-Canoochee River
030602030201,Cypress Creek-Fifteen Mile Creek
030602030202,Simon Creek-Fifteen Mile Creek
030602030203,Sams Creek
030602030204,Stocking Head Creek
030602030205,Jims Creek-Fifteen Mile Creek
030602030301,Coopers Prong-Lotts Creek
030602030302,Panther Branch-Lotts Creek
030602030303,Big Branch
030602030304,Crossway Branch-Lotts Creek
030602030305,Watering Hole Branch
030602030306,Kirby Branch-Lotts Creek
030602030307,Little Lotts Creek
030602030308,Scott Creek
030602030309,Reedy Branch-Lotts Creek
030602030310,Thick Creek-Lotts Creek
030602030401,Wolfe Creek
030602030402,Dry Creek
030602030403,Upper Tenmile Creek
030602030404,Lower Tenmile Creek
030602030405,Big Branch-Canoochee River
030602030406,Upper Cedar Creek
030602030407,Lower Cedar Creek
030602030408,Upper Bull Creek
030602030409,Middle Bull Creek
030602030410,Lower Bull Creek
030602030411,Rocky Branch-Canoochee River
030602030501,Long Branch-Canoochee Creek
030602030502,Taylors Creek-Canoochee Creek
030602030503,Strickland Pond-Canoochee Creek
030602030504,Upper Taylors Creek
030602030505,Middle Taylors Creek
030602030506,Lower Taylors Creek
030602030507,Strum Bay-Canoochee Creek
030602030601,Otter Hole Branch-Canoochee River
030602030602,Clifton Bluff-Canoochee River
030602030603,Alligator Bay-Canoochee River
030602030604,Upper Savage Creek
030602030605,Lower Savage Creek
030602030606,Clyde Creek-Canoochee River
030602040101,Wilmington River
030602040102,Wassaw Sound-Frontal Atlantic Ocean
030602040201,Hardin Canal-Little Ogeechee River
030602040202,Pipemaker Canal
030602040203,Salt Creek-Little Ogeechee River
030602040301,Sterling Creek-Ogeechee River
030602040302,Casey Canal-Haneys Creek
030602040303,Vernon River
030602040304,Ossabaw Sound-Frontal Atlantic Ocean
030602040305,Ossabaw Sound-Atlantic Ocean
030602040401,Upper North Newport River
030602040402,Lower North Newport River
030602040501,Jerico River-Laurel View River
030602040502,Medway River-Frontal Atlantic Ocean
030602040601,Upper South Newport River
030602040602,Lower South Newport River
030602040701,Young Swamp-Buck Hill Swamp
030602040702,Julieton River-Sapelo River
030602040703,Sapelo Sound-Frontal Atlantic Ocean
030602040704,Sapelo Sound-Atlantic Ocean
030602040801,Doboy Sound-Frontal Atlantic Ocean
030602040802,Doboy Sound-Atlantic Ocean
030701010101,Upper Pond Fork
030701010102,Lower Pond Fork
030701010103,Allen Creek
030701010104,Upper Walnut Creek
030701010105,Lower Walnut Creek
030701010106,Dosters Creek-Middle Oconee River
030701010201,Upper Mulberry River
030701010202,Duncan Creek-Mulberry River
030701010203,Little Mulberry River
030701010204,Cedar Creek-Mulberry River
030701010205,Lower Mulberry River
030701010301,Beech Creek
030701010302,Redstone Creek-Middle Oconee River
030701010303,Bear Creek
030701010304,Upper Barber Creek
030701010305,Lower Barber Creek
030701010306,McNutt Creek
030701010307,Calls Creek-Middle Oconee River
030701010401,Cedar Creek-North Oconee River
030701010402,Buffington Mill Creek-North Oconee River
030701010403,Candler Creek
030701010404,Stockton Creek-North Oconee River
030701010405,Curry Creek
030701010406,Parks Creek-North Oconee River
030701010501,Crooked Creek-North Oconee River
030701010502,Upper Sandy Creek
030701010503,Middle Sandy Creek
030701010504,Lower Sandy Creek
030701010505,Trail Creek-North Oconee River
030701010601,Shoal Creek-Oconee River
030701010602,Big Creek
030701010603,Barrow Creek
030701010604,Falling Creek
030701010605,Rose Creek
030701010606,Wildcat Creek-Oconee River
030701010701,Sandy Creek-Oconee River
030701010702,Upper Fishing Creek
030701010703,Lower Fishing Creek
030701010704,Greenbrier Creek
030701010705,Town Creek
030701010706,Oconee River-Lake Oconee
030701010801,Upper Appalachee River
030701010802,Williamson Creek-Appalachee River
030701010803,Marbury Creek
030701010804,Wildcat Creek-Appalachee River
030701010805,Shoal Creek-Appalachee River
030701010901,Upper Hard Labor Creek
030701010902,Lake Rutledge
030701010903,Mile Branch-Hard Labor Creek
030701010904,Upper Big Sandy Creek
030701010905,Middle Big Sandy Creek
030701010906,Lower Big Sandy Creek
030701010907,Lower Hard Labor Creek
030701011001,Turkey Creek-Appalachee River
030701011002,Robinson Creek
030701011003,Upper Jacks Creek
030701011004,Lower Jacks Creek
030701011005,Freeman Creek-Appalachee River
030701011006,Wolf Creek-Appalachee River
030701011007,Lower Apalachee River
030701011101,Town Creek-Richland Creek
030701011102,Upper Beaverdam Creek
030701011103,Lower Beaverdam Creek
030701011104,Little Creek-Richland Creek
030701011105,Richland Creek-Lake Oconee
030701011201,Beaverdam Creek
030701011202,Whitten Creek
030701011203,Lundy Creek
030701011204,Fort Creek
030701011205,Shoulderbone Creek
030701011301,Upper Sugar Creek
030701011302,Little Sugar Creek
030701011303,Lower Sugar Creek
030701011304,Weaver Branch-Lake Oconee
030701011305,Lick Creek
030701011306,Lake Oconee-Lake Sinclair
030701011401,Nelson Creek-Little River
030701011402,Campbell Creek-Little River
030701011403,Gap Creek
030701011404,Pole Creek-Little River
030701011405,Upper Big Indian Creek
030701011406,Middle Big Indian Creek
030701011407,Little Indian Creek
030701011408,Lower Big Indian Creek
030701011409,Hanna Branch-Little River
030701011501,Glady Creek
030701011502,Pearson Creek-Little River
030701011503,Reece Branch-Little River
030701011601,Robinson Creek-Murder Creek
030701011602,Pittman Creek
030701011603,Blackwell Creek-Murder Creek
030701011604,Shoal Creek
030701011605,White Oak Creek-Murder Creek
030701011606,Wolf Creek
030701011607,Beaverdam Creek-Murder Creek
030701011701,Headwaters Cedar Creek
030701011702,Glady Creek-Cedar Creek
030701011703,Shoal Creek-Big Cedar Creek
030701011704,Rock Creek-Big Cedar Creek
030701011705,Little River-Lake Sinclair
030701011706,Little Cedar Creek-Lake Sinclair
030701011707,Little River-Lake Sinclair
030701011801,Crooked Creek
030701011802,Upper Rooty Creek
030701011803,Lower Rooty Creek
030701011804,Log Dam Creek-Lake Sinclair
030701011805,Little Island Creek-Lake Sinclair
030701020101,Tobler Creek-Oconee River
030701020102,Upper Fishing Creek
030701020103,Lower Fishing Creek
030701020104,Camp Creek
030701020105,Buck Creek-Oconee River
030701020201,Upper Town Creek
030701020202,Lower Town Creek
030701020203,Little Black Creek
030701020204,Upper Black Creek
030701020205,Tomas Lake-Oconee River
030701020206,Gumm Creek
030701020207,Lower Black Creek
030701020208,Spring Lake-Oconee River
030701020301,Pinkston Creek-Buffalo Creek
030701020302,Sandy Run Creek
030701020303,Little Buffalo Creek
030701020304,Tiger Creek-Buffalo Creek
030701020305,Deepstep Creek-Buffalo Creek
030701020401,Keg Creek
030701020402,Robinson Creek
030701020403,Limestone Creek
030701020404,Lamars Creek
030701020405,Panther Run-Buffalo Creek
030701020406,Sandy Hill Creek
030701020407,Wheeler Creek-Buffalo Creek
030701020501,Wolf Creek-Commissioner Creek
030701020502,Crooked Creek-Commissioner Creek
030701020503,Beaver Creek-Commissioner Creek
030701020504,Little Commissioner Creek
030701020505,Dry Branch-Commissioner Creek
030701020506,Buckhorn Branch-Commissioner Creek
030701020601,Little Sandy Creek-Big Sandy Creek
030701020602,Wolf Creek-Big Sandy Creek
030701020603,Alligator Creek-Big Sandy Creek
030701020604,Clear Creek
030701020605,Porter Creek
030701020606,Town Branch
030701020701,Water Fork
030701020702,Maiden Creek
030701020703,Cedar Creek
030701020704,South Sandy Creek
030701020705,Little Sandy Creek
030701020801,Oochee Creek-Oconee River
030701020802,Deep Creek
030701020803,Buckeye Creek
030701020804,Dry Creek
030701020805,Rocky Creek
030701020806,Rum Creek-Oconee River
030701020901,Upper Big Creek
030701020902,Lower Big Creek
030701020903,Hunger and Hardship Creek
030701020904,Upper Pughes Creek
030701020905,Lower Pughes Creek
030701020906,Shaddock Creek-Oconee River
030701021001,Headwaters Rocky Creek
030701021002,Crooked Creek
030701021003,Bay Branch-Rocky Creek
030701021004,Buckhorn Creek
030701021005,Little Rocky Creek
030701021006,Stitchihatchie Creek
030701021101,Buck Creek-Turkey Creek
030701021102,Palmetto Branch-Turkey Creek
030701021103,Horse Branch-Turkey Creek
030701021104,Bluewater Creek-Turkey Creek
030701021105,Reedy Creek-Turkey Creek
030701021201,Rock Springs Landing-Oconee River
030701021202,Flat Creek
030701021203,Mercer Creek
030701021204,Muddy Slough-Oconee River
030701021205,Whitewater Creek
030701021206,Red Bluff Creek
030701021207,Buck Creek-Oconee River
030701021301,Cypress Creek
030701021302,Bear Creek
030701021303,Flat Creek
030701021304,Upper Ochwalkee Creek
030701021305,Lower Ochwalkee Creek
030701021306,Town of Mount Vernon-Oconee River
030701021401,Larry Creek-Oconee River
030701021402,Lotts Creek
030701021403,Lotts Creek-Oconee River
030701021404,Crooked Creek
030701021405,Mobley Mill Creek-Oconee River
030701030101,Headwaters South River
030701030102,Sugar Creek-South River
030701030103,Shoal Creek-South River
030701030104,Snapfinger Creek
030701030105,Pole Bridge Creek-South River
030701030106,Honey Creek
030701030107,Camp Creek-South River
030701030201,Upper Big Cotton Indian Creek
030701030202,Upper Little Cotton Indian Creek
030701030203,Lower Little Cotton Indian Creek
030701030204,Lower Big Cotton Indian Creek
030701030301,Little Suwanee Creek-Yellow River
030701030302,Pew Creek-Yellow River
030701030303,Beaver Ruin Creek
030701030304,Jackson Creek
030701030305,Sweetwater Creek
030701030306,Stone Mountain Creek
030701030307,Garner Creek-Yellow River
030701030401,No Business Creek-Yellow River
030701030402,Upper Big Haynes Creek
030701030403,Little Haynes Creek
030701030404,Lower Big Haynes Creek
030701030405,Carr Branch-Yellow River
030701030501,Gum Creek
030701030502,Dried Indian Creek-Yellow River
030701030503,Dog Branch-Yellow River
030701030601,Upper Walnut Creek
030701030602,Lower Walnut Creek
030701030603,Honey Creek-South River
030701030604,Snapping Shoals Creek
030701030605,South River-Jackson Lake
030701030701,Shoal Creek-Alcovy River
030701030702,Palm Creek-Alcovy River
030701030703,Bay Creek
030701030704,Beaverdam Creek-Alcovy River
030701030705,Mountain Creek-Alcovy River
030701030706,Big Flat Creek
030701030707,Strouds Creek-Alcovy River
030701030708,Cornish Creek
030701030801,Wrights Creek-Alcovy River
030701030802,Hurricane Creek-Alcovy River
030701030803,Bear Creek
030701030804,Rocky Creek-Jackson Lake
030701030901,Upper Tussahaw Creek
030701030902,Middle Tussahaw Creek
030701030903,Lower Tussahaw Creek-Jackson Lake
030701031001,Yellow Water Creek
030701031002,Herds Creek
030701031003,Wise Creek-Ocmulgee River
030701031004,Upper Big Sandy Creek
030701031005,Lower Big Sandy Creek
030701031006,Little Sandy Creek-Ocmulgee River
030701031101,Thompson Creek-Towaliga River
030701031102,Troublesome Creek-Towaliga River
030701031103,Indian Creek
030701031104,Cabin Creek
030701031105,Buck Creek
030701031106,Fambro Creek-Towaliga River
030701031201,Big Towaliga River
030701031202,Little Towaliga River
030701031203,Rocky Creek
030701031204,Standard Creek-Towaliga River
030701031301,Upper Falling Creek
030701031302,Middle Falling Creek
030701031303,Little Falling Creek
030701031304,Lower Falling Creek
030701031305,Deer Creek
030701031306,Rum Creek
030701031307,Berry Creek-Ocmulgee River
030701031401,Cole Creek-Tobesofkee Creek
030701031402,Todd Creek-Tobesofkee Creek
030701031403,Upper Little Tobesofkee Creek
030701031404,Lower Little Tobesofkee Creek
030701031405,Lake Tobesofkee
030701031406,Rocky Creek
030701031501,Wood Creek-Echeconnee Creek
030701031502,Walnut Creek
030701031503,Little Echeconnee Creek
030701031504,Sweetwater Creek
030701031505,Deep Creek
030701031506,Juniper Creek-Echeconnee Creek
030701031601,Beaverdam Creek-Ocmulgee River
030701031602,Sabbath Creek-Ocmulgee River
030701031603,Upper Walnut Creek
030701031604,Lower Walnut Creek
030701031605,Stone Creek-Ocmulgee River
030701040101,Horse Creek-Ocmulgee River
030701040102,Sandy Run Creek
030701040103,Flat Creek
030701040104,Savage Creek
030701040105,South Shellstone Creek
030701040106,Shellstone Creek
030701040107,Thompson Mill Creek-Ocmulgee River
030701040201,Upper Big Indian Creek
030701040202,Bay Creek
030701040203,Flat Creek
030701040204,Middle Big Indian Creek
030701040205,Upper Mossy Creek
030701040206,Lower Mossy Creek
030701040207,Lower Big Indian Creek
030701040301,Jordan Creek
030701040302,Limestone Creek
030701040303,Town Creek-Ocmulgee River
030701040401,Upper Big Creek
030701040402,Middle Big Creek
030701040403,South Prong Creek
030701040404,Cedar Creek
030701040405,Lower Big  Creek
030701040501,Bluff Creek
030701040502,Mosquito Creek
030701040503,Cross Creek-Ocmulgee River
030701040504,Cedar Creek
030701040505,Folsom Creek
030701040506,Crooked Creek
030701040507,Big Branch-Ocmulgee River
030701040601,South Prong House Creek
030701040602,House Creek
030701040603,Mizell Creek-Ocmulgee River
030701040701,Upper Horse Creek
030701040702,Middle Horse Creek
030701040703,Lower Horse Creek
030701040801,Otter Creek
030701040802,Mill Creek-Ocmulgee River
030701040803,Sturgeon Creek
030701040804,Gregeory Creek-Ocmulgee River
030701040805,Coffee Branch-Ocmulgee River
030701040806,Opossum Creek-Ocmulgee River
030701040807,Gully Creek-Ocmulgee River
030701050101,Reedy Creek-Gum Swamp Creek
030701050102,District Hollow Branch-Gum Swamp Creek
030701050103,Walton Creek-Gum Swamp Creek
030701050201,Batson Creek-Alligator Creek
030701050202,Big Branch-Alligator Creek
030701050203,Lime Sink Creek
030701050204,Whitewater Creek-Alligator Creek
030701050205,Little Creek-Alligator Creek
030701050206,Eddards Creek-Alligator Creek
030701050301,Upper Sugar Creek
030701050302,Upper Turnpike Creek
030701050303,Lower Turnpike Creek
030701050304,Lower Sugar Creek
030701050401,Little Creek-Little Ocmulgee River
030701050402,Gum Swamp Creek-Little Ocmulgee River
030701050403,Mill Creek-Little Ocmulgee River
030701060101,Horn Creek-Altamaha River
030701060102,Little Alligator Creek
030701060103,Bullards Creek
030701060104,Upper Cobb Creek
030701060105,Lower Cobb Creek
030701060106,Bay Creek-Altamaha River
030701060201,Bells Mill Creek
030701060202,Upper Tenmile Creek
030701060203,Lower Tenmile Creek
030701060204,Slaughter Creek-Altamaha River
030701060301,Fivemile Creek
030701060302,Watermelon Creek
030701060303,Upper Beards Creek
030701060304,Chapel Creek
030701060305,Lower Beards Creek
030701060306,Little Goose Creek
030701060307,Goose Creek
030701060308,Oglethorpe Branch-Altamaha River
030701060401,Little Penholoway Creek
030701060402,Penholoway Creek
030701060403,Upper Doctors Creek
030701060404,Lower Doctors Creek
030701060405,Penholoway Swamp-Altamaha River
030701060501,Alex Creek-Altamaha River
030701060502,Champney River-Altamaha River
030701060503,Snuff Box Swamp-Buffalo Swamp
030701060504,Altamaha Sound-Frontal Atlantic Ocean
030701070101,Dyers Creek-Ohoopee River
030701070102,Big Branch-Ohoopee River
030701070103,Upper Cedar Creek
030701070104,Lower Big Cedar Creek
030701070105,Dry Creek-Ohoopee River
030701070106,Neels Creek
030701070107,Poley Creek-Ohoopee River
030701070108,Mulepen Creek-Ohoopee River
030701070201,Golden Creek-Little Ohoopee River
030701070202,Nealey Creek-Little Ohoopee River
030701070203,Smith Creek-Little Ohoopee River
030701070204,Battleground Creek-Little Ohoopee River
030701070205,Crooked Creek-Little Ohoopee River
030701070206,Flat Creek-Little Ohoopee River
030701070301,Yam Grandy Creek
030701070302,Smith Lake-Ohoopee River
030701070303,Jacks Creek
030701070304,Beaver Creek-Ohoopee River
030701070401,Upper Pendelton Creek
030701070402,Middle Pendelton Creek
030701070403,Tiger Creek
030701070404,Swift Creek
030701070405,Lower Pendelton Creek
030701070501,Brazells Creek
030701070502,Watson Creek-Ohoopee River
030701070503,Upper Rocky Creek
030701070504,Lower Rocky Creek
030701070505,Thomas Creek
030701070506,Battle Creek-Ohoopee River
030702010101,Hunters Creek-Satilla River
030702010102,Sand Hill Branch
030702010103,Wiggins Creek
030702010104,Little Creek-Satilla River
030702010201,Reedy Creek
030702010202,Bear Creek
030702010203,Indian Creek-Satilla River
030702010204,Upper Pudding Creek
030702010205,Lower Pudding Creek
030702010301,Smut Branch-Satilla River
030702010302,Little Red Bluff Creek
030702010303,Red Bluff Creek
030702010304,Perch Creek
030702010401,Broxton Creek
030702010402,Halls Creek
030702010403,Rose Creek
030702010404,Twenty Mile Creek
030702010501,Otter Creek
030702010502,Big Branch-Seventeen Mile River
030702010503,Twentynine Mile Creek
030702010504,Cat Creek-Seventeen Mile River
030702010601,Hurricane Creek
030702010602,Upper Hog Creek
030702010603,Middle Hog Creek
030702010604,Lower Hog Creek
030702010701,Fullwood Creek-Satilla River
030702010702,Cox Creek-Satilla River
030702010703,Kettle Creek-Satilla River
030702010704,Big Creek
030702010705,Caney Branch-Satilla River
030702010801,Burket Creek-Hurricane Creek
030702010802,Whitehead Creek
030702010803,Little Creek-Hurricane Creek
030702010901,Town Creek-Little Hurricane Creek
030702010902,Little Hurricane Creek
030702010903,Mill Branch
030702010904,Mill Branch-Little Hurricane Creek
030702011001,Bear Branch-Hurricane Creek
030702011002,Briar Creek-Hurricane Creek
030702011003,Tan Trough Creek-Alabaha River
030702011004,Baxter Branch-Alabaha River
030702011101,Raulerson Swamp-Satilla River
030702011102,Barbers Creek-Satilla River
030702011103,Upper Buffalo Creek
030702011104,Lower Buffalo Creek
030702011105,Baileys Branch-Satilla River
030702011201,White Oak Creek
030702011202,Rose Creek-Satilla River
030702020101,Upper Big Satilla Creek
030702020102,Bishop Creek
030702020103,Bar O Ranch Lake-Big Satilla Creek
030702020104,Big Satilla Creek
030702020201,Upper Sweetwater Creek
030702020202,Lower Sweetwater Creek
030702020301,Fishing Creek
030702020302,Upper Colemans Creek
030702020303,Lower Colemans Creek
030702020304,Lower Big Satilla Creek
030702020401,Keene Bay Branch-Little Satilla Creek
030702020402,Dry Branch-Little Satilla Creek
030702020403,Boggy Creek
030702020404,Reedy Creek
030702020501,Sixty Foot Branch
030702020502,Little Satilla River
030702030101,Little Buffalo Creek
030702030102,Turtle River
030702030201,Turtle River-South Brunswick River
030702030202,Blackbank River-Frontal Atlantic Ocean
030702030203,Mackay River-Frontal Atlantic Ocean
030702030301,Laurel Grove Creek-Little Satilla River
030702030302,Jointer Creek-Little Satilla River
030702030401,Brickhill River
030702030402,Saint Andrew Sound-Frontal Atlantic Ocean
030702030501,Upper Crooked River
030702030502,Lower Crooked River
030702030503,Cumberland Sound-Frontal Atlantic Ocean
030702030504,St. Marys Entrance-Atlantic Ocean
030702040101,Ocean Pond
030702040102,Bill Branch-Middle Prong St. Marys River
030702040103,South Pinhook Swamp
030702040104,Little River Bay
030702040105,Town of Taylor-Middle Prong St. Marys River
030702040201,Upper Cedar Creek
030702040202,Calkins Creek
030702040203,Lower Cedar Creek
030702040301,Soldiers Camp Island
030702040302,Cross Branch
030702040303,Moccasin Swamp-Moccasin Creek
030702040304,Barbar Branch
030702040305,Sparkman Creek
030702040401,Palestine Lake
030702040402,Mud Lake Swamp-South Prong of St. Marys River
030702040403,Turkey Creek-South Prong of St. Marys River
030702040404,"030702040404 in Baker, FL"
030702040405,"030702040405 in Baker, FL"
030702040501,Baldwin Bay-Deep Creek
030702040502,Brandy Branch Swamp
030702040503,Deep Creek-St. Marys River
030702040601,Mill Creek-St. Marys River
030702040602,Boone Creek
030702040603,Harris Creek-St. Marys River
030702040701,Grand Prairie
030702040702,Starland Branch
030702040703,Cornhouse Creek
030702040801,Upper Spanish Creek
030702040802,Lower Spanish Creek
030702040803,Stanley Branch
030702040901,Hampton Lake
030702040902,Cabbage Creek-St. Marys River
030702040903,Upper Little St. Marys River
030702040904,Little St. Marys River
030702040905,Catfish Creek-St. Marys River
030702040906,Amelia River
030702040907,Jolly River
030702050101,Mills Creek-Nassau River
030702050102,Upper Alligator Creek-Nassau River
030702050103,Lower Alligator Creek-Nassau River
030702050104,Plummer Creek
030702050105,Boggy Creek-Nassau River
030702050201,Upper Thomas Creek
030702050202,Middle Thomas Creek
030702050203,Lower Thomas Creek
030702050301,McQueen Creek
030702050302,Gardner Creek
030702050303,Fort George Inlet-Sisters Creek Frontal
030702050304,Nassau Sound-Fort George Inlet Frontal
030801010101,Parker Bay
030801010102,Boggy Creek-Fort Drum Creek
030801010103,Upper Fort Drum Creek
030801010104,South St. Johns Marsh
030801010105,Lower Fort Drum Creek
030801010201,Lokosee Canal
030801010202,Blue Cypress Creek
030801010301,Padgett Creek
030801010302,Blue Cypress Lake
030801010303,North St. Johns Marsh
030801010304,Town of Fellsmere
030801010305,Fellsmere Farms
030801010306,Mitchell Ranch
030801010401,South Fork of the Upper Bull Creek
030801010402,North Branch of Bull Creek
030801010403,Bull Creek
030801010404,West Branch of Crab Grass Creek
030801010405,North Branch of Crab Grass Creek
030801010406,Crab Grass Creek
030801010407,Jane Green Creek
030801010501,East St. Johns Marsh
030801010502,Central St. Johns Marsh
030801010503,Sixmile Creek
030801010504,Tenmile Creek
030801010505,West St. Johns Marsh
030801010506,Jug Island-St. Johns Marsh
030801010507,East Melbourne Tillman Canal
030801010508,Central Melbourne Tillman Canal
030801010509,West Melbourne Tillman Canal
030801010510,Lake Hellen Blazes
030801010601,Jane Green Swamp
030801010602,Penny Wash Creek
030801010603,North Marsh of Lake Washington
030801010604,Lake Washington
030801010701,Wolf Creek
030801010702,Lake Winder Canal
030801010703,Lake Winder
030801010704,South Fork of Taylor Creek
030801010705,Taylor Creek-St. Johns River
030801010706,Lake Florence
030801010707,Lake Poinsett
030801010801,Second Creek
030801010802,Lake Wilson
030801010803,Halfway Lake
030801010804,Upper Jim Creek
030801010805,Bird Lake
030801010806,Halfway Lake Slough
030801010807,Lower Jim Creek
030801010808,Tootoosahatchee Creek
030801010901,Clark Lake
030801010902,Ruth Lake
030801010903,East Spruce Creek Swamp
030801010904,Buck Lake
030801010905,Puzzle Lake
030801011001,Econolockhatchee River Swamp
030801011002,Little River
030801011003,Upper Econolockhatchee River
030801011004,Middle Econolockhatchee River
030801011005,Upper Little Econolockhatchee River
030801011006,Lake Corrine
030801011007,Lower Little Econolockhatchee River
030801011008,Lower Econolockhatchee River
030801011101,Bear Gully Lake
030801011102,Howell Creek
030801011103,Triplet Lake
030801011104,Soldier Creek
030801011105,Lake Jessup
030801011201,Gopher Swamp
030801011202,Lake Harney
030801011203,West Spruce Creek Swamp
030801011204,Cow Creek
030801011205,Lake Ashby
030801011206,Upper Deep Creek
030801011207,Lower Deep Creek
030801011208,Thornhill Lake
030801011301,Lake Butler Chain
030801011302,Trout Lake
030801011303,Lake Monroe
030801011304,Konomac Lake
030801011401,Starke Lake
030801011402,Long Lake
030801011403,Lake Fairview
030801011404,Little Wekiva River
030801011405,Rock Springs Run
030801011406,Wekiva Springs
030801011407,Wekiva River
030801011501,Lake Dorr
030801011502,Lake Tracy
030801011503,Lake Norris
030801011504,Upper Blackwater Creek
030801011505,Seminole Creek
030801011506,Lower Blackwater Creek
030801011601,Spring Garden Creek
030801011602,Lake Woodruff
030801011701,Lake Beresford
030801011702,Lake Gertie
030801011703,Tick Island Mud Lake
030801011704,Sellers Lake
030801011705,Alexander Springs Creek
030801011706,Lake Dexter
030801011801,Juniper Drain
030801011802,Juniper Creek-Lake George
030801011901,Lake Delancy
030801011902,Hopkins Prairie
030801011903,Lake Kerr
030801012001,Hitchens Creek
030801012002,Price Creek Frontal
030801012003,Jumping Gully Branch Frontal
030801012004,Lake Megraet
030801012100,Lake George
030801020101,Big Creek-Palatlakaha River
030801020102,Little Creek-Palatlakaha River
030801020103,Lake Louisa
030801020104,Lake Mineola
030801020105,Palatlakaha River
030801020201,Little Everglades
030801020202,Little Lake Harris
030801020203,Lake Harris
030801020301,Johns Lake
030801020302,Lake Apopka
030801020303,Apopka-Beauclair Canal
030801020304,Lake Dora
030801020401,Lake Bracy
030801020402,Lake Eustis
030801020403,Elua Lake
030801020404,Lake Yale
030801020405,Lake Griffin
030801020501,Pecan Lake
030801020502,Lake Weir
030801020503,Lake Mary
030801020504,Marshall Swamp
030801020505,Mud Prairie Swamp
